125;63396
117;58027
134;63186
164;74614
162;81790
145;80512
167;76683
150;83617
196;102495
143;65862
145;223162
164;326136
145;264701
140;279731
146;266753
122;237553
136;251961
159;318632
168;323646
143;281466
162;332018
133;227014
124;236597
152;276557
150;295837
125;230174
137;248120
182;339033
119;216638
138;269404
137;260557
127;209989
168;325057
93;148081
149;257857
108;182506
146;293693
123;236146
131;254327
132;232905
161;297101
188;414387
136;256092
139;257107
125;228712
188;372256
103;178732
149;265394
166;333666
118;217053
137;260204
180;365705
190;408660
134;269598
129;231547
153;257687
121;242813
162;306015
161;338087
136;250558
131;227584
165;329327
132;249947
162;315398
134;259179
138;273240
127;228035
134;263633
152;290924
139;267820
151;275407
135;238726
170;332640
146;279612
141;257420
140;270559
131;245311
162;311885
143;280669
167;335002
165;326752
152;287715
151;290977
132;242247
129;249857
144;270177
117;206641
129;238346
134;245834
149;262377
128;237134
146;290179
163;337097
126;215430
119;188822
138;268536
170;335753
159;332270
200;385532
134;249755
11;21391
