339;165823
369;170879
316;155355
310;145787
300;145595
328;182670
309;156244
306;157785
291;153842
270;130699
338;158088
339;178258
324;141969
330;157093
287;130950
261;119199
265;125674
327;159205
266;144134
336;172223
349;182107
247;140118
285;141549
292;136227
334;160875
295;154526
258;130817
239;122384
306;161070
262;136405
344;168993
306;169927
318;148103
286;133927
292;137754
308;143360
295;149316
257;114790
332;182579
371;183867
353;185924
277;136777
338;165939
289;148881
256;120489
301;148628
334;158997
286;140533
287;130180
250;127841
227;105956
233;108028
303;152268
359;183979
345;168601
329;149390
263;139977
247;128192
328;159550
257;133557
330;164803
279;137698
295;155275
290;135863
240;118393
245;115227
338;142844
339;188316
230;115297
289;144086
320;163420
353;164940
286;120481
313;150533
336;174707
234;135270
272;132069
288;156807
245;124925
286;166308
348;162661
271;156408
311;155942
282;146324
277;131698
277;155977
320;170422
327;185047
317;171617
302;149731
306;157395
334;166176
283;158533
264;129420
317;167199
290;153386
283;127344
293;153648
321;163900
315;158585
26;13870
