78;37820
82;42016
64;33434
62;31672
83;38789
64;37174
86;41997
91;50029
70;35963
82;38455
76;108690
84;125900
71;108229
75;106406
88;128006
88;136019
96;161317
98;146234
76;108380
70;107946
102;152177
86;134052
67;86803
87;127192
68;108793
83;137825
78;115962
86;143601
85;129396
82;126405
68;112819
73;132457
84;147503
56;82675
93;164745
87;135616
83;144103
84;127772
75;132782
90;119737
94;145496
77;117075
75;106477
83;123557
75;110788
70;102471
64;106407
77;139277
82;112777
73;88825
81;119465
84;133387
85;126006
66;94087
89;132924
86;142030
68;108556
88;123549
78;111990
78;118888
92;148082
103;152255
87;121936
77;107045
75;128261
79;134195
84;131882
90;153153
88;136322
89;151382
69;109699
78;117946
75;110316
89;156730
83;121898
75;131674
85;124865
73;123967
76;122716
79;122795
82;134817
85;129895
76;116325
86;122073
91;140139
76;122586
75;116039
65;114668
74;110237
63;100818
76;127673
84;123497
84;109655
90;140970
82;113634
75;113597
92;143709
69;110235
79;117232
76;128298
8;7555
