96;44474
106;55509
87;48194
99;50925
113;55209
93;52359
85;46796
90;49781
113;58246
105;48420
88;42199
99;51172
109;47451
94;41639
101;45029
104;52149
85;43365
87;44428
87;39620
116;58833
95;45205
106;56223
99;51825
113;49824
89;37108
99;52215
98;50504
118;60458
93;51119
93;50179
107;55529
110;56164
101;46204
109;48461
110;54375
87;41993
97;50369
102;46541
111;57967
95;49420
113;61525
101;51302
90;42425
115;57966
93;43659
108;51461
100;47972
98;48141
90;44025
109;52411
87;39924
123;59349
89;49171
106;56806
105;51218
107;50694
94;47312
109;58915
79;40921
91;52137
105;55202
98;49001
104;58006
93;42889
108;53450
110;54067
83;36076
101;53918
87;43406
104;54431
110;50883
93;45256
101;42051
84;44365
105;51929
99;53314
103;51664
85;46704
82;38691
118;64863
111;57775
89;45914
89;47794
83;43598
103;48868
106;55262
119;63621
103;57500
99;55270
95;47313
115;51934
103;48922
89;44822
97;48416
102;53933
94;47914
112;49802
132;64623
106;51192
91;47882
3;1094
