254;122859
247;132328
275;137081
223;102652
201;100321
267;153320
239;112878
281;154090
248;133011
226;107774
225;460592
220;574972
197;514867
228;598299
207;549525
281;721735
266;683836
269;696887
251;641491
205;540400
224;590600
205;519900
277;708617
248;632456
252;668457
191;499878
239;631328
235;607196
252;656748
234;603322
268;697467
212;549743
206;519168
229;608768
253;673524
301;762998
221;584050
225;590451
269;703836
231;605664
251;653994
235;622000
224;580096
290;765007
233;587150
239;619189
234;633045
223;558984
244;649681
240;624626
267;695272
279;733265
245;660377
215;568083
235;598495
224;562303
217;579548
262;683127
246;654625
276;679171
274;714583
270;712637
237;639089
309;775554
251;638032
298;816594
235;602117
218;568127
203;518844
212;563806
210;554904
216;563516
231;613546
199;517518
298;774441
200;520476
247;642356
194;513679
263;682389
242;621091
295;742424
169;442746
181;479439
274;687464
262;682682
219;575267
291;752976
217;561722
264;697249
270;696969
308;800469
246;642443
194;494564
260;664288
231;613101
215;557364
177;443808
246;647139
224;591945
240;628755
8;18066
