0;309
1;248
2;799
3;719
4;449
5;457
6;271
7;588
8;332
9;679
10;727
11;479
12;360
13;753
14;607
15;290
16;791
17;291
18;284
19;534
20;265
21;353
22;498
23;686
24;102
25;465
26;929
27;435
28;776
29;546
30;506
31;224
32;99
33;407
34;250
35;264
36;804
37;403
38;783
39;634
40;274
41;557
42;304
43;790
44;586
45;331
46;315
47;579
48;413
49;598
50;503
51;713
52;809
53;601
54;730
55;388
56;480
57;562
58;502
59;873
60;445
61;161
62;148
63;652
64;512
65;176
66;181
67;442
68;574
69;722
70;283
71;426
72;228
73;187
74;631
75;703
76;799
77;314
78;775
79;472
80;342
81;323
82;668
83;813
84;654
85;643
86;468
87;430
88;823
89;402
90;906
91;475
92;492
93;310
94;557
95;559
96;462
97;464
98;129
99;571
100;522
101;561
102;216
103;751
104;953
105;429
106;677
107;306
108;516
109;40
110;467
111;548
112;166
113;602
114;599
115;361
116;349
117;289
118;372
119;434
120;703
121;343
122;260
123;313
124;201
125;774
126;351
127;481
128;531
129;237
130;33
131;634
132;460
133;504
134;369
135;535
136;235
137;510
138;172
139;204
140;836
141;756
142;364
143;578
144;469
145;794
146;832
147;820
148;439
149;274
150;199
151;432
152;520
153;220
154;346
155;333
156;392
157;229
158;533
159;448
160;418
161;756
162;684
163;611
164;364
165;452
166;538
167;762
168;367
169;20
170;181
171;644
172;948
173;381
174;638
175;376
176;579
177;342
178;331
179;537
180;716
181;300
182;136
183;178
184;511
185;364
186;570
187;375
188;867
189;639
190;877
191;227
192;221
193;562
194;598
195;415
196;496
197;318
198;111
199;742
200;896
201;543
202;221
203;276
204;340
205;318
206;704
207;882
208;625
209;527
210;627
211;851
212;565
213;502
214;93
215;892
216;132
217;711
218;509
219;554
220;827
221;480
222;256
223;819
224;376
225;701
226;867
227;629
228;579
229;591
230;872
231;72
232;443
233;321
234;215
235;651
236;468
237;704
238;375
239;679
240;519
241;432
242;345
243;103
244;750
245;364
246;476
247;470
248;820
249;319
250;638
251;352
252;504
253;621
254;504
255;663
256;426
257;361
258;533
259;946
260;240
261;572
262;570
263;577
264;211
265;412
266;268
267;466
268;580
269;431
270;681
271;417
272;8
273;474
274;809
275;326
276;739
277;669
278;923
279;370
280;567
281;972
282;483
283;222
284;520
285;858
286;204
287;456
288;480
289;533
290;773
291;485
292;517
293;447
294;598
295;599
296;120
297;629
298;445
299;368
300;649
301;468
302;172
303;479
304;221
305;256
306;274
307;481
308;338
309;142
310;525
311;559
312;238
313;420
314;616
315;873
316;349
317;546
318;618
319;507
320;748
321;367
322;470
323;495
324;693
325;517
326;114
327;507
328;255
329;732
330;361
331;874
332;472
333;354
334;626
335;362
336;783
337;507
338;264
339;320
340;590
341;334
342;582
343;607
344;490
345;201
346;780
347;870
348;581
349;277
350;540
351;821
352;285
353;370
354;604
355;752
356;854
357;494
358;615
359;538
360;925
361;283
362;822
363;44
364;537
365;486
366;530
367;801
368;650
369;680
370;348
371;631
372;276
373;586
374;927
375;180
376;708
377;511
378;436
379;345
380;145
381;669
382;451
383;415
384;588
385;738
386;225
387;403
388;483
389;818
390;332
391;433
392;528
393;809
394;371
395;431
396;318
397;244
398;730
399;598
400;337
401;801
402;742
403;948
404;119
405;939
406;405
407;533
408;75
409;365
410;424
411;598
412;694
413;131
414;400
415;294
416;632
417;231
418;350
419;812
420;862
421;385
422;437
423;519
424;280
425;262
426;870
427;618
428;516
429;606
430;596
431;160
432;191
433;71
434;544
435;640
436;299
437;776
438;522
439;272
440;292
441;628
442;302
443;877
444;657
445;697
446;524
447;701
448;585
449;193
450;655
451;496
452;611
453;315
454;181
455;403
456;318
457;137
458;909
459;250
460;313
461;471
462;617
463;417
464;864
465;590
466;519
467;311
468;592
469;535
470;361
471;490
472;400
473;440
474;244
475;414
476;580
477;431
478;418
479;845
480;401
481;437
482;349
483;783
484;828
485;413
486;475
487;151
488;407
489;839
490;440
491;673
492;538
493;609
494;593
495;483
496;817
497;580
498;635
499;866
500;610
501;557
502;280
503;596
504;528
505;348
506;415
507;290
508;223
509;190
510;603
511;198
512;251
513;426
514;686
515;602
516;388
517;111
518;473
519;888
520;919
521;810
522;704
523;419
524;513
525;239
526;569
527;582
528;447
529;256
530;740
531;625
532;589
533;774
534;511
535;895
536;379
537;412
538;632
539;568
540;657
541;156
542;446
543;576
544;570
545;345
546;406
547;628
548;669
549;310
550;545
551;681
552;314
553;486
554;621
555;33
556;214
557;543
558;268
559;393
560;125
561;691
562;652
563;651
564;691
565;136
566;489
567;384
568;551
569;660
570;748
571;231
572;409
573;476
574;640
575;723
576;574
577;375
578;463
579;363
580;529
581;556
582;638
583;658
584;441
585;454
586;489
587;603
588;187
589;656
590;228
591;553
592;692
593;587
594;691
595;536
596;277
597;235
598;271
599;655
600;538
601;637
602;166
603;529
604;852
605;437
606;456
607;380
608;737
609;509
610;282
611;954
612;506
613;350
614;392
615;526
616;241
617;415
618;433
619;402
620;586
621;679
622;321
623;481
624;670
625;720
626;518
627;256
628;375
629;590
630;745
631;554
632;550
633;325
634;491
635;522
636;582
637;434
638;446
639;359
640;535
641;766
642;425
643;141
644;360
645;522
646;365
647;349
648;586
649;63
650;143
651;376
652;754
653;200
654;698
655;464
656;593
657;612
658;324
659;280
660;636
661;476
662;458
663;414
664;562
665;554
666;276
667;391
668;104
669;359
670;540
671;408
672;38
673;884
674;640
675;669
676;691
677;406
678;665
