0;308
1;537
2;551
3;314
4;503
5;771
6;235
7;536
8;278
9;356
10;712
11;599
12;531
13;559
14;52
15;140
16;572
17;655
18;75
19;562
20;435
21;691
22;381
23;617
24;732
25;542
26;175
27;414
28;525
29;554
30;579
31;481
32;510
33;769
34;825
35;373
36;746
37;128
38;924
39;555
40;133
41;515
42;531
43;846
44;603
45;767
46;112
47;444
48;228
49;406
50;789
51;287
52;693
53;822
54;542
55;767
56;543
57;666
58;547
59;396
60;902
61;611
62;473
63;499
64;385
65;771
66;775
67;684
68;657
69;790
70;246
71;857
72;694
73;931
74;94
75;322
76;365
77;727
78;289
79;515
80;430
81;457
82;641
83;565
84;395
85;476
86;706
87;693
88;510
89;666
90;464
91;389
92;435
93;295
94;195
95;441
96;508
97;170
98;544
99;546
100;359
101;635
102;2314
103;2745
104;2467
105;2216
106;2390
107;2667
108;2816
109;2946
110;2947
111;2894
112;2409
113;2550
114;2393
115;2692
116;2787
117;2190
118;2347
119;2874
120;2495
121;2922
122;2364
123;2683
124;2505
125;2492
126;2690
127;2516
128;2442
129;2292
130;2844
131;2326
132;2295
133;2540
134;2743
135;2440
136;2069
137;2431
138;2681
139;2985
140;2674
141;2696
142;2429
143;2170
144;2523
145;2908
146;2205
147;2752
148;2767
149;2925
150;3042
151;2415
152;2634
153;2777
154;2300
155;2199
156;2687
157;2381
158;2745
159;2513
160;2382
161;2326
162;2807
163;2812
164;2495
165;2784
166;2647
167;2182
168;2874
169;2583
170;2765
171;2952
172;3008
173;2884
174;2135
175;2705
176;2864
177;2627
178;2505
179;2181
180;2559
181;2146
182;2578
183;2621
184;2083
185;2579
186;2424
187;2885
188;2734
189;2224
190;2882
191;2614
192;2474
193;2337
194;2546
195;2334
196;2523
197;2395
198;2581
199;2479
200;2715
201;2355
202;2118
203;2735
204;2788
205;3019
206;2157
207;2383
208;3111
209;2344
210;2558
211;2365
212;2204
213;2715
214;2860
215;2270
216;2687
217;2452
218;3016
219;2378
220;2288
221;2084
222;2507
223;2834
224;2132
225;2326
226;2286
227;2252
228;2304
229;2390
230;2649
231;2445
232;2702
233;2550
234;2958
235;2370
236;2469
237;2464
238;2363
239;2647
240;2450
241;2973
242;2318
243;3015
244;3058
245;2607
246;2127
247;2860
248;2484
249;2567
250;2945
251;2552
252;3035
253;2963
254;2260
255;3101
256;2651
257;2280
258;2352
259;2323
260;2399
261;2885
262;2762
263;2464
264;2374
265;3042
266;2924
267;2661
268;2349
269;2315
270;2972
271;2700
272;2283
273;2464
274;2063
275;2308
276;2317
277;2890
278;2604
279;3097
280;2466
281;2376
282;2781
283;2284
284;2519
285;2796
286;2677
287;2893
288;2786
289;2487
290;2689
291;2759
292;2692
293;2604
294;2164
295;2755
296;2414
297;2617
298;3087
299;2350
300;2810
301;2325
302;2816
303;2711
304;2906
305;2570
306;2991
307;2392
308;2579
309;2965
310;2075
311;3129
312;3064
313;2824
314;2317
315;2948
316;2600
317;2555
318;2493
319;3042
320;2639
321;2616
322;2632
323;2775
324;2540
325;2251
326;2476
327;2726
328;2437
329;2777
330;2842
331;2761
332;2806
333;2250
334;3075
335;2353
336;2371
337;2988
338;2545
339;2381
340;2649
341;2202
342;2508
343;2766
344;2356
345;2380
346;2537
347;2780
348;2461
349;2502
350;2851
351;2807
352;3116
353;2998
354;2631
355;3003
356;2128
357;2639
358;2964
359;2336
360;2960
361;2750
362;2390
363;2424
364;2459
365;2789
366;2516
367;2810
368;3032
369;2130
370;2976
371;2545
372;2400
373;2553
374;3011
375;2406
376;2132
377;2344
378;2117
379;3076
380;2563
381;2474
382;2585
383;2800
384;2705
385;2868
386;2581
387;2252
388;2725
389;2468
390;3016
391;2806
392;3110
393;2442
394;2430
395;2862
396;2557
